title,video id,youtube url,filename,tags
Hip Flexor Stretch,OzjTfWmv_G8,https://www.youtube.com/watch?v=OzjTfWmv_G8,,['mobility']
Lat and Triceps Stretch,PyH4yST4KQo,https://www.youtube.com/watch?v=PyH4yST4KQo,,"['upper body', 'mobility']"
Hands-Elevated Pushup to Single-Arm Support,QLhnoWWZnpQ,https://www.youtube.com/watch?v=QLhnoWWZnpQ,,['upper body']
Goblet Squat Iso,S7S3npfdAN0,https://www.youtube.com/watch?v=S7S3npfdAN0,,['lower body']
Hip-Belt Squat,SszFIz-UmI4,https://www.youtube.com/watch?v=SszFIz-UmI4,,['lower body']
Overhead Dumbbell Reverse Lunge,fDORXDuuKoc,https://www.youtube.com/watch?v=fDORXDuuKoc,,['lower body']
Offset Dumbbell Reverse Lunge,fdNXnmxGFrc,https://www.youtube.com/watch?v=fdNXnmxGFrc,,['lower body']
Offset Dumbbell Slideboard Reverse Lunge,kJkBNNd_x5s,https://www.youtube.com/watch?v=kJkBNNd_x5s,,['lower body']
Overhead Offset Dumbbell Reverse Lunge,kadMOuaLhns,https://www.youtube.com/watch?v=kadMOuaLhns,,['lower body']
Overhead Dumbbell Reverse Lunge From Deficit,kwSwI1oMrto,https://www.youtube.com/watch?v=kwSwI1oMrto,,['lower body']
No Money Drill,rfMi6vEoNU4,https://www.youtube.com/watch?v=rfMi6vEoNU4,,['Uncategorized']
Offset Dumbbell Reverse Lunge to Romanian Deadlift,valYc-8h84E,https://www.youtube.com/watch?v=valYc-8h84E,,['lower body']
Pallof Press,w3zdDRPKuTI,https://www.youtube.com/watch?v=w3zdDRPKuTI,,['upper body']
Lying Dumbbell Tricep Extension,wjlT8bwtXps,https://www.youtube.com/watch?v=wjlT8bwtXps,,"['upper body', 'floor']"
Overhead Barbell Squat,zzw2lWmAXpI,https://www.youtube.com/watch?v=zzw2lWmAXpI,,['lower body']
Overhead Band Pallof Press,cYIbn2rziA0,https://www.youtube.com/watch?v=cYIbn2rziA0,,"['upper body', 'band']"
Pallof Press Iso,SBS6Dy7PzkQ,https://www.youtube.com/watch?v=SBS6Dy7PzkQ,,['upper body']
Neutral-Grip Cable Pull-Down,SUgbpUXubN0,https://www.youtube.com/watch?v=SUgbpUXubN0,,['upper body']
Overhead Band Tricep Extension,S_hHulsoFls,https://www.youtube.com/watch?v=S_hHulsoFls,,"['upper body', 'band']"
Neutral-Grip Seated Cable Row,VNe-jLYtgSI,https://www.youtube.com/watch?v=VNe-jLYtgSI,,"['upper body', 'chair']"
Lying Dumbbell Rolling Triceps Extension,XGqbxlCwwbY,https://www.youtube.com/watch?v=XGqbxlCwwbY,,"['upper body', 'floor']"
Offset Dumbbell Reverse Lunge From Deficit,XePCAXQ_Ipg,https://www.youtube.com/watch?v=XePCAXQ_Ipg,,['lower body']
