id,name,video_url,movement_type,body_focus
259,Half-Kneeling Cable Chop,https://www.youtube.com/watch?v=cr9jrIcbpKA,strength,"[""core""]"
241,Half-Kneeling Cable Lift,https://www.youtube.com/watch?v=fJK7KEwxoz4,strength,"[""core""]"
262,Half-Kneeling Pallof Press Iso,https://www.youtube.com/watch?v=6IvdIMlDPpI,strength,"[""upper-body""]"
251,Half-Kneeling Pallof Press Iso With Band,https://www.youtube.com/watch?v=UBv-aN6sXwA,strength,"[""upper-body""]"
249,Hamstring Mobilization With Lacrosse Ball,https://www.youtube.com/watch?v=xPN8N2Mvv_o,strength,"[""lower-body""]"
265,Hand Cross-Over,https://www.youtube.com/watch?v=HeVjHXbb_NU,strength,"[""full-body""]"
244,Hands-Elevated Pushup,https://www.youtube.com/watch?v=qOR_PSePvhU,strength,"[""upper-body""]"
268,Hands-Elevated Pushup to Single-Arm Support,https://www.youtube.com/watch?v=QLhnoWWZnpQ,strength,"[""upper-body""]"
242,Hanging Anti-Lateral Flexion,https://www.youtube.com/watch?v=fKLW-UcfM9A,strength,"[""full-body""]"
254,Hanging Unilateral March,https://www.youtube.com/watch?v=YfIZB8WV0Ug,strength,"[""full-body""]"
263,Hinge to Side Plank,https://www.youtube.com/watch?v=8aFSBYY2jZU,strength,"[""core""]"
266,Hip Flexor Stretch,https://www.youtube.com/watch?v=OzjTfWmv_G8,flexibility,"[""lower-body""]"
270,Hip-Belt Squat,https://www.youtube.com/watch?v=SszFIz-UmI4,strength,"[""lower-body""]"
243,Inchworm,https://www.youtube.com/watch?v=pIeka0plSc4,strength,"[""full-body""]"
261,Inverted Row,https://www.youtube.com/watch?v=4NFyOKkwuwk,strength,"[""upper-body""]"
257,Inverted Row With Feet Elevated,https://www.youtube.com/watch?v=c57I5P2b2MU,strength,"[""upper-body""]"
252,Inverted Row With Weight Vest,https://www.youtube.com/watch?v=UaMZVlyU4w8,strength,"[""upper-body""]"
264,Kettlebell Armbar,https://www.youtube.com/watch?v=EVr1mYdf07k,strength,"[""upper-body""]"
253,Kettlebell Split Squat With Blocked Knee,https://www.youtube.com/watch?v=XvY9j3Vb9dA,strength,"[""lower-body""]"
248,Knees-to-Feet Drill,https://www.youtube.com/watch?v=tLf_ffpewaE,strength,"[""full-body""]"
34,"LEG DAY WARM UP ROUTINE (dynamic stretching, hip openers, &amp; glute activation)",https://www.youtube.com/watch?v=DgjiFOKWsfg,Flexibility,"[""Full Body""]"
260,Landmine Rainbow,https://www.youtube.com/watch?v=d4wjS9dV92c,strength,"[""full-body""]"
267,Lat and Triceps Stretch,https://www.youtube.com/watch?v=PyH4yST4KQo,flexibility,"[""upper-body""]"
290,Lateral Lunge With Overhead Driver,https://www.youtube.com/watch?v=_12KPcJG6TY,strength,"[""lower-body""]"
296,Long-Lever Plank,https://www.youtube.com/watch?v=HSU6YwLK_Bo,strength,"[""core""]"
286,Lying Dumbbell Rolling Triceps Extension,https://www.youtube.com/watch?v=XGqbxlCwwbY,strength,"[""upper-body""]"
279,Lying Dumbbell Tricep Extension,https://www.youtube.com/watch?v=wjlT8bwtXps,strength,"[""upper-body""]"
295,Mountain Climber,https://www.youtube.com/watch?v=DffflppSgog,strength,"[""full-body""]"
283,Neutral-Grip Cable Pull-Down,https://www.youtube.com/watch?v=SUgbpUXubN0,strength,"[""upper-body"", ""core""]"
300,Neutral-Grip Pull-Up,https://www.youtube.com/watch?v=NCJwj8qRHsw,strength,"[""upper-body""]"
298,Neutral-Grip Seated Band Row,https://www.youtube.com/watch?v=Oghg2Ob1oRU,strength,"[""upper-body""]"
285,Neutral-Grip Seated Cable Row,https://www.youtube.com/watch?v=VNe-jLYtgSI,strength,"[""upper-body"", ""core""]"
276,No Money Drill,https://www.youtube.com/watch?v=rfMi6vEoNU4,strength,"[""full-body""]"
125,Nowercise Bands Bicep Curl,https://www.youtube.com/watch?v=zG012FFdTTM,strength,"[""upper-body""]"
421,Nowercise Bands Chest Press,https://www.youtube.com/watch?v=FU4aRI0mL5w,Strength,"[""Full Body""]"
371,Nowercise Bands Chest Press,https://www.youtube.com/watch?v=FU4aRI0mL5w,Strength,"[""Full Body""]"
145,Nowercise Bands Chest Press,https://www.youtube.com/watch?v=FU4aRI0mL5w,strength,"[""upper-body""]"
116,Nowercise Bands Frontal Raises,https://www.youtube.com/watch?v=JKUy1Sd-SFs,strength,"[""full-body""]"
382,Nowercise Bands Frontal Raises,https://www.youtube.com/watch?v=JKUy1Sd-SFs,,"[""Full Body""]"
332,Nowercise Bands Frontal Raises,https://www.youtube.com/watch?v=JKUy1Sd-SFs,,"[""Full Body""]"
140,Nowercise Bands Lateral Raises,https://www.youtube.com/watch?v=3tPQv-adXCA,strength,"[""full-body""]"
425,Nowercise Bands Squats,https://www.youtube.com/watch?v=59vBG3vXctI,Strength,"[""Full Body""]"
141,Nowercise Bands Squats,https://www.youtube.com/watch?v=59vBG3vXctI,strength,"[""lower-body""]"
375,Nowercise Bands Squats,https://www.youtube.com/watch?v=59vBG3vXctI,Strength,"[""Full Body""]"
409,Nowercise Bands Static Lunge,https://www.youtube.com/watch?v=yWBiy_88OOk,,"[""Full Body""]"
359,Nowercise Bands Static Lunge,https://www.youtube.com/watch?v=yWBiy_88OOk,,"[""Full Body""]"
124,Nowercise Bands Static Lunge,https://www.youtube.com/watch?v=yWBiy_88OOk,strength,"[""lower-body""]"
369,Nowercise Club Gentle Session 1,https://www.youtube.com/watch?v=LssQd26hyu4,,"[""Full Body""]"
419,Nowercise Club Gentle Session 1,https://www.youtube.com/watch?v=LssQd26hyu4,,"[""Full Body""]"
128,Nowercise Club Gentle Session 1,https://www.youtube.com/watch?v=LssQd26hyu4,strength,"[""full-body""]"
131,Nowercise Club Intro For Gentle Session,https://www.youtube.com/watch?v=VrS2VlYuLHE,strength,"[""full-body""]"
123,Nowercise Club Welcome Video,https://www.youtube.com/watch?v=ufM9ohj1P_M,strength,"[""full-body""]"
335,Nowercise Club Welcome Video,https://www.youtube.com/watch?v=ufM9ohj1P_M,,"[""Full Body""]"
385,Nowercise Club Welcome Video,https://www.youtube.com/watch?v=ufM9ohj1P_M,,"[""Full Body""]"
299,Offset Dumbbell Cross-Over Step-Up,https://www.youtube.com/watch?v=Ears5yS8SPs,strength,"[""full-body""]"
272,Offset Dumbbell Reverse Lunge,https://www.youtube.com/watch?v=fdNXnmxGFrc,strength,"[""lower-body""]"
287,Offset Dumbbell Reverse Lunge From Deficit,https://www.youtube.com/watch?v=XePCAXQ_Ipg,strength,"[""lower-body""]"
288,Offset Dumbbell Reverse Lunge With Blocked Knee,https://www.youtube.com/watch?v=Y8VgGiWMN2U,strength,"[""lower-body""]"
277,Offset Dumbbell Reverse Lunge to Romanian Deadlift,https://www.youtube.com/watch?v=valYc-8h84E,strength,"[""lower-body""]"
273,Offset Dumbbell Slideboard Reverse Lunge,https://www.youtube.com/watch?v=kJkBNNd_x5s,strength,"[""lower-body""]"
294,Offset Dumbbell Split Squat,https://www.youtube.com/watch?v=DNEGytCJOT8,strength,"[""lower-body""]"
292,Offset Dumbbell Step-Up,https://www.youtube.com/watch?v=1_MiOXVw2iA,strength,"[""full-body""]"
281,Overhead Band Pallof Press,https://www.youtube.com/watch?v=cYIbn2rziA0,strength,"[""upper-body""]"
289,Overhead Band Press,https://www.youtube.com/watch?v=ZkMRsMnqRLY,strength,"[""upper-body""]"
284,Overhead Band Tricep Extension,https://www.youtube.com/watch?v=S_hHulsoFls,strength,"[""upper-body""]"
280,Overhead Barbell Squat,https://www.youtube.com/watch?v=zzw2lWmAXpI,strength,"[""lower-body""]"
291,Overhead Broomstick Squat,https://www.youtube.com/watch?v=1ZWx9EA4ZQM,strength,"[""lower-body""]"
297,Overhead Cable Tricep Extension,https://www.youtube.com/watch?v=IiGdKM4jXp8,strength,"[""upper-body"", ""core""]"
271,Overhead Dumbbell Reverse Lunge,https://www.youtube.com/watch?v=fDORXDuuKoc,strength,"[""lower-body""]"
275,Overhead Dumbbell Reverse Lunge From Deficit,https://www.youtube.com/watch?v=kwSwI1oMrto,strength,"[""lower-body""]"
274,Overhead Offset Dumbbell Reverse Lunge,https://www.youtube.com/watch?v=kadMOuaLhns,strength,"[""lower-body""]"
144,PDF of Nowercise Club Gentle Session2 Deck Presentation,https://www.youtube.com/watch?v=8kKn1NxX1OI,strength,"[""full-body""]"
278,Pallof Press,https://www.youtube.com/watch?v=w3zdDRPKuTI,strength,"[""upper-body""]"
282,Pallof Press Iso,https://www.youtube.com/watch?v=SBS6Dy7PzkQ,strength,"[""upper-body""]"
293,Pallof Press Iso With Band,https://www.youtube.com/watch?v=5DuwWZAZlVs,strength,"[""upper-body""]"
312,Pallof Press With Band,https://www.youtube.com/watch?v=TU1wnh8twi8,strength,"[""upper-body""]"
304,Pallof Press to Overhead,https://www.youtube.com/watch?v=pybT2pfn73M,strength,"[""upper-body""]"
316,Partial-Range Pushup,https://www.youtube.com/watch?v=_pn0Kfqtc68,strength,"[""upper-body""]"
307,Pec Minor Broomstick Mobilization,https://www.youtube.com/watch?v=waVRS7YFsKc,strength,"[""full-body""]"
309,Pec Mobilization With Lacrosse Ball,https://www.youtube.com/watch?v=xcwhM-kg5io,strength,"[""full-body""]"
324,Pigeon Stretch,https://www.youtube.com/watch?v=3lrmHhmJhqk,flexibility,"[""full-body""]"
303,Piriformis Mobilization,https://www.youtube.com/watch?v=pQRnfeMyj5A,strength,"[""full-body""]"
301,Plank,https://www.youtube.com/watch?v=jKviAG_oLYM,strength,"[""core""]"
323,Plank Arm March,https://www.youtube.com/watch?v=3O9hGnISlEs,strength,"[""upper-body"", ""core""]"
314,Plate Squat,https://www.youtube.com/watch?v=VUZl9MxaVTI,strength,"[""lower-body""]"
313,Prisoner Squat,https://www.youtube.com/watch?v=UvUu9jqo3Vs,strength,"[""lower-body""]"
318,Pronated-Grip Seated Band Row,https://www.youtube.com/watch?v=fZ1ACnvKz7c,strength,"[""upper-body""]"
315,Pronated-Grip Seated Cable Row,https://www.youtube.com/watch?v=WKBCqdDtxDY,strength,"[""upper-body"", ""core""]"
326,Prone Hip External Rotation,https://www.youtube.com/watch?v=6qd5LJnWe9E,strength,"[""lower-body""]"
311,Prone Hip Internal Rotation,https://www.youtube.com/watch?v=Q7Q41TgHx54,strength,"[""lower-body""]"
325,Prone Hip-Flexed Rocking,https://www.youtube.com/watch?v=5iIvO-e-3zw,strength,"[""lower-body""]"
310,Prone Row to External Rotation,https://www.youtube.com/watch?v=xsvemSPwZro,strength,"[""upper-body""]"
308,Prone T Raise,https://www.youtube.com/watch?v=wfm7P7RSY4U,strength,"[""full-body""]"
305,Prone Y Raise,https://www.youtube.com/watch?v=sThPvGMLpm8,strength,"[""full-body""]"
320,Prone YTI,https://www.youtube.com/watch?v=imRg9DVg9ck,strength,"[""full-body""]"
319,Pull-Up,https://www.youtube.com/watch?v=iEDMx09Ij6U,strength,"[""upper-body""]"
321,Pull-Up With Iso,https://www.youtube.com/watch?v=-g2u9MXpjVE,strength,"[""upper-body""]"
328,Pushup,https://www.youtube.com/watch?v=BBICcn-DK-Y,strength,"[""upper-body""]"
317,Pushup Iso,https://www.youtube.com/watch?v=dOsXlKiFDeU,strength,"[""upper-body""]"
322,Pushup to Single-Arm Support,https://www.youtube.com/watch?v=0kzPi3OHKb8,strength,"[""upper-body""]"
329,Quadruped Extension-Rotation,https://www.youtube.com/watch?v=CM3vi_WHVNY,strength,"[""lower-body""]"
330,Quadruped Rock Back,https://www.youtube.com/watch?v=EVxIu9GcEeA,strength,"[""upper-body"", ""lower-body""]"
327,Rack Pull,https://www.youtube.com/watch?v=8KFbpmwZ-JI,strength,"[""upper-body""]"
302,Rear-Foot-Elevated Barbell Split Squat,https://www.youtube.com/watch?v=j_8z92BlRlE,strength,"[""lower-body""]"
433,Seated Marches,https://www.youtube.com/watch?v=mM5_T-F1Yn4,Cardio,"[""Legs"", ""Core"", ""Full Body""]"
331,Test Band Exercise,https://www.youtube.com/watch?v=TEST123,strength,"[""full-body""]"
31,UPPER VS. LOWER ABS,https://www.youtube.com/watch?v=TAedzLqrNf8,,"[""Full Body""]"
